annsoin;semsoin;_TYPE_;_FREQ_;nb_lignes
2015;5;0;24;234813
2015;6;0;24;213158
2015;7;0;24;170041
2015;8;0;24;130925
2015;9;0;24;113330
2015;10;0;24;119112
2015;11;0;24;136208
2015;12;0;24;149021
2015;13;0;24;149731
2015;14;0;24;128819
2015;15;0;24;129697
2015;16;0;24;114806
2015;17;0;24;91039
2015;18;0;24;83845
2015;19;0;24;86832
2015;20;0;24;103711
2015;21;0;24;102963
2015;22;0;24;116921
2015;23;0;24;123248
2015;24;0;24;121410
2015;25;0;24;120181
2015;26;0;24;107692
2015;27;0;24;110590
2015;28;0;24;73851
2015;29;0;24;69900
2015;30;0;24;62724
2015;31;0;24;50800
2015;32;0;24;44875
2015;33;0;24;45691
2015;34;0;24;47657
2015;35;0;24;56583
2015;36;0;24;117101
2015;37;0;24;155929
2015;38;0;24;174951
2015;39;0;24;188221
2015;40;0;24;181969
2015;41;0;24;191910
2015;42;0;24;175259
2015;43;0;24;129816
2015;44;0;24;115308
2015;45;0;24;152760
2015;46;0;24;217510
2015;47;0;24;244128
2015;48;0;24;249289
2015;49;0;24;256174
2015;50;0;24;259743
2015;51;0;24;220304
2015;52;0;24;132336
2016;0;0;20;21132
2016;1;0;23;115423
2016;2;0;24;138901
2016;3;0;23;178662
2016;4;0;24;187595
2016;5;0;24;191529
2016;6;0;24;188288
2016;7;0;24;174742
2016;8;0;24;153034
2016;9;0;24;151014
2016;10;0;24;173364
2016;11;0;24;184710
2016;12;0;24;181966
2016;13;0;24;144414
2016;14;0;24;132648
2016;15;0;24;110823
2016;16;0;24;93625
2016;17;0;24;93914
2016;18;0;24;91610
2016;19;0;24;100482
2016;20;0;24;93698
2016;21;0;24;111317
2016;22;0;24;123573
2016;23;0;24;130491
2016;24;0;24;138723
2016;25;0;24;135130
2016;26;0;24;141207
2016;27;0;24;122100
2016;28;0;24;92111
2016;29;0;24;72030
2016;30;0;24;65353
2016;31;0;24;53174
2016;32;0;24;45923
2016;33;0;24;37526
2016;34;0;24;40565
2016;35;0;24;48018
2016;36;0;24;63788
2016;37;0;24;97235
2016;38;0;24;117969
2016;39;0;24;135828
2016;40;0;24;151339
2016;41;0;24;165236
2016;42;0;24;163170
2016;43;0;24;141568
2016;44;0;24;103351
2016;45;0;24;112806
2016;46;0;24;177008
2016;47;0;24;212966
2016;48;0;24;241225
2016;49;0;24;257757
2016;50;0;24;272603
2016;51;0;24;273247
2016;52;0;24;172797
2017;0;0;20;3140
2017;1;0;21;122437
2017;2;0;23;139874
2017;3;0;24;179332
2017;4;0;24;184105
2017;5;0;24;178041
2017;6;0;24;165693
2017;7;0;24;139311
2017;8;0;24;112331
2017;9;0;24;101023
2017;10;0;24;112364
2017;11;0;24;128950
2017;12;0;24;136028
2017;13;0;24;138096
2017;14;0;24;130156
2017;15;0;24;117493
2017;16;0;24;85170
2017;17;0;24;87201
2017;18;0;24;82337
2017;19;0;24;88414
2017;20;0;24;100580
2017;21;0;24;92709
2017;22;0;24;98105
2017;23;0;24;82824
2017;24;0;24;93300
2017;25;0;24;92210
2017;26;0;24;98669
2017;27;0;24;92493
2017;28;0;24;80396
2017;29;0;24;70564
2017;30;0;24;59499
2017;31;0;24;51282
2017;32;0;24;45361
2017;33;0;24;35540
2017;34;0;24;40448
2017;35;0;24;43445
2017;36;0;24;55223
2017;37;0;24;112717
2017;38;0;24;146676
2017;39;0;24;151310
2017;40;0;24;149395
2017;41;0;24;154940
2017;42;0;24;158669
2017;43;0;24;150150
2017;44;0;24;109491
2017;45;0;24;100163
2017;46;0;24;160039
2017;47;0;24;201935
2017;48;0;24;217609
2017;49;0;24;230634
2017;50;0;24;248449
2017;51;0;24;275294
2017;52;0;24;224980
